	dominant_topic	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
6907	3	0.067093	0.054294	0.045597	0.539285	0.034533	0.030797	0.027790	0.025318	0.023250	0.021494	0.019985	0.018674	0.017524	0.016508	0.015603	0.014792	0.014062	0.013400
6909	10	0.019226	0.015516	0.013028	0.011229	0.009866	0.008799	0.007940	0.007234	0.006643	0.006141	0.862789	0.005335	0.005007	0.004717	0.004458	0.004226	0.004018	0.003828
6910	3	0.022370	0.018100	0.015200	0.677423	0.011511	0.010266	0.009264	0.008440	0.007750	0.007165	0.006662	0.006225	0.005842	0.005503	0.174196	0.004931	0.004687	0.004467
6912	8	0.016811	0.013576	0.011400	0.009825	0.008633	0.007699	0.006948	0.006330	0.880767	0.005374	0.004996	0.004669	0.004381	0.004127	0.003901	0.003698	0.003515	0.003350
6914	14	0.159272	0.006788	0.005701	0.229846	0.004317	0.003850	0.003474	0.201622	0.002907	0.002687	0.002498	0.122523	0.002191	0.002064	0.244976	0.001849	0.001758	0.001675
6915	12	0.008950	0.007241	0.006080	0.005241	0.004605	0.004107	0.070678	0.003376	0.252617	0.002866	0.002665	0.002490	0.619168	0.002201	0.002081	0.001973	0.001875	0.001787
6916	12	0.010323	0.008353	0.007015	0.006047	0.161386	0.004738	0.004276	0.003895	0.003577	0.003307	0.003075	0.002873	0.769694	0.002540	0.002401	0.002276	0.002163	0.002062
6917	6	0.007472	0.006035	0.005067	0.004367	0.202111	0.003422	0.550918	0.002813	0.002583	0.002388	0.002221	0.002075	0.001947	0.001834	0.001734	0.199962	0.001562	0.001489
6918	5	0.067089	0.054299	0.045595	0.039300	0.034532	0.530788	0.027789	0.025318	0.023250	0.021494	0.019985	0.018674	0.017524	0.016508	0.015603	0.014792	0.014061	0.013399
6919	4	0.015060	0.012073	0.010133	0.264958	0.528342	0.006844	0.006176	0.005626	0.005167	0.004777	0.004441	0.004150	0.003894	0.003668	0.003467	0.003287	0.114959	0.002978
6920	15	0.067216	0.054296	0.045600	0.039301	0.034533	0.030796	0.027790	0.025318	0.023250	0.021494	0.019985	0.018674	0.017524	0.016508	0.015603	0.514652	0.014061	0.013399
6921	3	0.019170	0.015519	0.013028	0.868361	0.009866	0.008799	0.007940	0.007234	0.006643	0.006141	0.005710	0.005335	0.005007	0.004716	0.004458	0.004226	0.004018	0.003828
6922	16	0.033565	0.027152	0.022803	0.019653	0.017269	0.015401	0.013897	0.012661	0.011627	0.010749	0.009994	0.009338	0.008764	0.008255	0.007803	0.007397	0.756972	0.006701
6923	3	0.026869	0.021725	0.018238	0.815678	0.013813	0.012318	0.011116	0.010127	0.009300	0.008598	0.007994	0.007469	0.007010	0.006603	0.006241	0.005917	0.005625	0.005360
6924	3	0.099731	0.013576	0.011401	0.675344	0.135139	0.007700	0.006949	0.006330	0.005813	0.005374	0.004997	0.004669	0.004382	0.004128	0.003901	0.003699	0.003516	0.003350
6925	4	0.347704	0.018100	0.015199	0.013100	0.354612	0.010266	0.009263	0.008439	0.007750	0.007165	0.006662	0.006225	0.005842	0.005503	0.170086	0.004931	0.004687	0.004467
6926	4	0.007899	0.006389	0.122846	0.004624	0.467011	0.003623	0.159837	0.002979	0.206905	0.002529	0.002351	0.002197	0.002062	0.001942	0.001836	0.001740	0.001654	0.001576
6927	3	0.011206	0.009052	0.007600	0.482265	0.267833	0.005133	0.004632	0.093715	0.003875	0.003582	0.003331	0.003112	0.002921	0.002751	0.002601	0.002465	0.091693	0.002233
6928	5	0.067093	0.054294	0.045597	0.039300	0.034532	0.530787	0.027789	0.025318	0.023250	0.021494	0.019985	0.018674	0.017524	0.016508	0.015603	0.014792	0.014061	0.013399
6929	3	0.170720	0.018103	0.015199	0.698066	0.011511	0.010266	0.009263	0.008439	0.007750	0.007165	0.006662	0.006225	0.005842	0.005503	0.005201	0.004931	0.004687	0.004467
6930	0	0.343873	0.010861	0.009121	0.007861	0.006907	0.006160	0.005559	0.242922	0.004651	0.004299	0.335672	0.003735	0.003505	0.003302	0.003121	0.002959	0.002813	0.002680
6931	4	0.379879	0.012067	0.010133	0.008734	0.531589	0.006844	0.006175	0.005626	0.005167	0.004776	0.004441	0.004150	0.003894	0.003668	0.003467	0.003287	0.003125	0.002978
6932	0	0.826824	0.021726	0.018239	0.015720	0.013813	0.012318	0.011116	0.010127	0.009300	0.008598	0.007994	0.007470	0.007010	0.006603	0.006241	0.005917	0.005625	0.005360
6933	3	0.026837	0.021720	0.018239	0.815713	0.013813	0.012319	0.011116	0.010127	0.009300	0.008598	0.007994	0.007470	0.007010	0.006603	0.006241	0.005917	0.005625	0.005360
6934	4	0.022372	0.018100	0.015199	0.382603	0.475329	0.010265	0.009263	0.008439	0.007750	0.007165	0.006662	0.006225	0.005841	0.005503	0.005201	0.004931	0.004687	0.004466
6935	3	0.142959	0.008357	0.007016	0.519154	0.005313	0.004738	0.004276	0.003895	0.003577	0.003307	0.003075	0.002873	0.002696	0.002540	0.002401	0.279597	0.002163	0.002062
6936	3	0.026870	0.021721	0.018239	0.656056	0.013813	0.171943	0.011116	0.010127	0.009300	0.008598	0.007994	0.007470	0.007010	0.006603	0.006241	0.005917	0.005625	0.005360
6937	16	0.007073	0.052219	0.321346	0.059872	0.003635	0.003242	0.002926	0.002665	0.071416	0.002263	0.002104	0.001966	0.001845	0.001738	0.001643	0.001557	0.461080	0.001411
6938	0	0.577397	0.015517	0.013028	0.011229	0.009867	0.307704	0.007940	0.007234	0.006643	0.006141	0.005710	0.005335	0.005007	0.004717	0.004458	0.004226	0.004018	0.003828
6939	11	0.016831	0.013577	0.011399	0.009825	0.008633	0.007699	0.006947	0.006330	0.256915	0.316821	0.004996	0.317053	0.004381	0.004127	0.003901	0.003698	0.003515	0.003350
6940	15	0.008946	0.007240	0.006080	0.005240	0.225761	0.004106	0.003705	0.003376	0.003100	0.002866	0.002665	0.074482	0.002337	0.002201	0.002080	0.431043	0.212985	0.001787
6942	15	0.008952	0.007240	0.006080	0.394904	0.004604	0.147255	0.003705	0.003376	0.003100	0.002866	0.002665	0.002490	0.002337	0.002201	0.002080	0.402484	0.001875	0.001787
6943	13	0.007063	0.005715	0.004800	0.004137	0.003635	0.003242	0.002925	0.002665	0.002447	0.002263	0.002104	0.001966	0.001845	0.949103	0.001642	0.001557	0.001480	0.001411
6944	15	0.008400	0.006790	0.005701	0.004913	0.079644	0.003850	0.003474	0.003165	0.002907	0.002687	0.002498	0.002334	0.002191	0.002064	0.001951	0.572021	0.293734	0.001675
6945	10	0.044746	0.036202	0.030398	0.026200	0.023022	0.020531	0.018527	0.016879	0.015500	0.014330	0.679958	0.012449	0.011683	0.011005	0.010402	0.009861	0.009374	0.008933
6946	1	0.157123	0.286114	0.005701	0.004914	0.004318	0.003851	0.003475	0.099495	0.002907	0.002687	0.157115	0.002335	0.002191	0.002064	0.001951	0.001850	0.260234	0.001675
6947	2	0.008961	0.007241	0.562421	0.005240	0.004605	0.004106	0.003705	0.125672	0.086095	0.002866	0.002665	0.002490	0.002337	0.002201	0.002080	0.001972	0.173555	0.001787
6948	12	0.013442	0.010861	0.319662	0.007860	0.006907	0.006159	0.005558	0.005064	0.004650	0.004299	0.003997	0.003735	0.592934	0.003302	0.003121	0.002958	0.002812	0.002680
6949	2	0.011194	0.009053	0.571258	0.006551	0.005756	0.005133	0.004632	0.004220	0.003875	0.003583	0.356318	0.003113	0.002921	0.002751	0.002601	0.002466	0.002344	0.002233
6950	15	0.056895	0.005433	0.004560	0.003930	0.054277	0.003080	0.002779	0.002532	0.002325	0.002150	0.001999	0.001868	0.001753	0.001651	0.177376	0.674646	0.001406	0.001340
6951	9	0.318524	0.007240	0.006080	0.005240	0.004604	0.004106	0.061380	0.003376	0.003100	0.477383	0.094225	0.002490	0.002337	0.002201	0.002080	0.001972	0.001875	0.001787
6952	9	0.009595	0.007758	0.006514	0.005615	0.004933	0.122406	0.003970	0.003617	0.003321	0.813620	0.002855	0.002668	0.002504	0.002358	0.002229	0.002113	0.002009	0.001914
6953	13	0.007462	0.006034	0.005067	0.004367	0.003837	0.003422	0.003088	0.002813	0.180922	0.002388	0.002221	0.002075	0.315762	0.454111	0.001734	0.001644	0.001563	0.001489
6954	12	0.008401	0.006789	0.005700	0.004913	0.004317	0.109548	0.132306	0.003165	0.002906	0.002687	0.002498	0.002334	0.705141	0.002063	0.001950	0.001849	0.001758	0.001675
6958	12	0.033545	0.027146	0.022798	0.019650	0.017266	0.015398	0.263561	0.012659	0.011625	0.010747	0.009992	0.009337	0.509094	0.008254	0.007801	0.007396	0.007031	0.006700
6959	12	0.033545	0.027146	0.022798	0.019650	0.017266	0.015398	0.263564	0.012659	0.011625	0.010747	0.009992	0.009337	0.509090	0.008254	0.007801	0.007396	0.007031	0.006700
6960	12	0.026944	0.021724	0.018239	0.015720	0.013813	0.012318	0.011116	0.010127	0.009300	0.008598	0.007994	0.007469	0.806893	0.006603	0.006241	0.005917	0.005625	0.005360
6961	12	0.007460	0.006033	0.005066	0.004367	0.003837	0.101581	0.003088	0.002813	0.002583	0.002388	0.002221	0.002075	0.848225	0.001834	0.001734	0.001644	0.001562	0.001489
6962	10	0.026943	0.021730	0.018239	0.015721	0.013813	0.012319	0.011116	0.010127	0.009300	0.008598	0.807868	0.007470	0.007010	0.006603	0.006241	0.005917	0.005625	0.005360
6963	12	0.007068	0.005716	0.185349	0.004137	0.068327	0.003242	0.002925	0.002665	0.002448	0.002263	0.002104	0.001966	0.703962	0.001738	0.001643	0.001557	0.001480	0.001411
6964	12	0.022388	0.018098	0.015199	0.013100	0.011511	0.010265	0.009263	0.008439	0.007750	0.007165	0.180167	0.006225	0.665642	0.005503	0.005201	0.004931	0.004687	0.004466
6965	12	0.007900	0.006389	0.005365	0.004624	0.004063	0.065012	0.003269	0.002979	0.002735	0.002529	0.002351	0.002197	0.881838	0.001942	0.001836	0.001740	0.001654	0.001576
6966	12	0.007899	0.006388	0.005365	0.298173	0.152377	0.160736	0.003269	0.002979	0.002735	0.002529	0.002351	0.002197	0.344253	0.001942	0.001836	0.001740	0.001654	0.001576
6967	12	0.005838	0.004722	0.003965	0.261421	0.099830	0.002678	0.002417	0.002202	0.002022	0.001869	0.001738	0.001624	0.603208	0.001435	0.001357	0.001286	0.001223	0.001165
6968	12	0.005838	0.004722	0.003965	0.261423	0.099829	0.002678	0.002417	0.002202	0.002022	0.001869	0.001738	0.001624	0.603207	0.001435	0.001357	0.001286	0.001223	0.001165
6969	12	0.007900	0.006389	0.005365	0.004624	0.004063	0.065012	0.003269	0.002979	0.002735	0.002529	0.002351	0.002197	0.881837	0.001942	0.001836	0.001740	0.001654	0.001576
6971	12	0.026939	0.021724	0.018239	0.015720	0.013813	0.012318	0.011116	0.010127	0.009300	0.008598	0.007994	0.007469	0.806898	0.006603	0.006241	0.005917	0.005625	0.005360
6972	12	0.327330	0.013578	0.011399	0.009825	0.220922	0.007699	0.006947	0.006330	0.005812	0.005374	0.004996	0.004669	0.356527	0.004127	0.003901	0.003698	0.003515	0.003350
6973	12	0.328774	0.013578	0.011399	0.009825	0.220115	0.007699	0.006947	0.006330	0.005812	0.005374	0.004996	0.004669	0.355890	0.004127	0.003901	0.003698	0.003515	0.003350
6974	12	0.014909	0.012067	0.010132	0.008733	0.007674	0.117710	0.006175	0.005626	0.005167	0.004776	0.004441	0.004150	0.781913	0.003668	0.003467	0.003287	0.003125	0.002978
6975	1	0.033566	0.777123	0.022798	0.019650	0.017266	0.015398	0.013895	0.012659	0.011625	0.010747	0.009992	0.009337	0.008762	0.008254	0.007801	0.007396	0.007031	0.006700
6976	12	0.014909	0.012067	0.010132	0.008733	0.007674	0.117708	0.006175	0.005626	0.005167	0.004776	0.004441	0.004150	0.781916	0.003668	0.003467	0.003287	0.003125	0.002978
6977	12	0.007461	0.006033	0.005066	0.004367	0.003837	0.003422	0.003088	0.002813	0.002583	0.002388	0.002221	0.002075	0.838945	0.001834	0.109171	0.001644	0.001562	0.001489
6978	12	0.007899	0.006388	0.005365	0.298115	0.152329	0.160813	0.003269	0.002979	0.002735	0.002529	0.002351	0.002197	0.344282	0.001942	0.001836	0.001740	0.001654	0.001576
6979	12	0.007068	0.005716	0.185426	0.004137	0.068303	0.003242	0.002925	0.002665	0.002448	0.002263	0.002104	0.001966	0.703910	0.001738	0.001643	0.001557	0.001480	0.001411
6980	12	0.007460	0.006033	0.005066	0.004367	0.003837	0.101561	0.003088	0.002813	0.002583	0.002388	0.002221	0.002075	0.848245	0.001834	0.001734	0.001644	0.001562	0.001489
6981	12	0.007461	0.006033	0.005066	0.004367	0.003837	0.003422	0.003088	0.002813	0.002583	0.002388	0.002221	0.002075	0.838882	0.001834	0.109235	0.001644	0.001562	0.001489
6985	15	0.067285	0.054294	0.045596	0.039301	0.034533	0.030796	0.027790	0.025318	0.023250	0.021494	0.019985	0.018674	0.017524	0.016508	0.015603	0.514589	0.014061	0.013399
6986	0	0.631191	0.007760	0.006515	0.005615	0.004934	0.004400	0.003971	0.177638	0.003322	0.003071	0.002855	0.002668	0.002504	0.135289	0.002229	0.002113	0.002009	0.001914
6987	0	0.650583	0.013577	0.011400	0.009826	0.008634	0.007699	0.006948	0.125624	0.005813	0.005374	0.126881	0.004669	0.004381	0.004127	0.003901	0.003698	0.003516	0.003350
6988	8	0.016818	0.013586	0.011401	0.009825	0.008633	0.007699	0.006948	0.006330	0.880749	0.005374	0.004996	0.004669	0.004381	0.004127	0.003901	0.003698	0.003515	0.003350
6989	0	0.382992	0.108801	0.009120	0.007861	0.006907	0.006160	0.005558	0.005064	0.004650	0.004299	0.298317	0.003735	0.003505	0.003302	0.141279	0.002959	0.002812	0.002680
6990	11	0.033650	0.382061	0.022798	0.019652	0.017266	0.015398	0.013895	0.012659	0.011625	0.010747	0.009992	0.404313	0.008762	0.008254	0.007801	0.007396	0.007031	0.006700
6991	11	0.067089	0.054292	0.045595	0.039300	0.034532	0.030796	0.027789	0.025318	0.023250	0.021494	0.019985	0.518673	0.017524	0.016508	0.015603	0.014792	0.014061	0.013399
6992	4	0.019221	0.015513	0.013028	0.011229	0.598652	0.008799	0.007940	0.007234	0.006643	0.274440	0.005710	0.005336	0.005007	0.004717	0.004458	0.004226	0.004018	0.003829
6993	11	0.033604	0.027148	0.022798	0.019650	0.017266	0.015398	0.013895	0.012659	0.295409	0.010747	0.009992	0.475489	0.008762	0.008254	0.007801	0.007396	0.007031	0.006700
6994	1	0.019234	0.483374	0.013029	0.011230	0.009867	0.008800	0.007941	0.007234	0.395848	0.006142	0.005710	0.005336	0.005007	0.004717	0.004458	0.004227	0.004018	0.003829
6995	0	0.434387	0.231222	0.018239	0.015721	0.013813	0.012319	0.011116	0.010127	0.192239	0.008598	0.007994	0.007470	0.007010	0.006603	0.006241	0.005917	0.005625	0.005360
6997	1	0.044729	0.370117	0.030397	0.026200	0.023022	0.020531	0.018526	0.016878	0.348239	0.014329	0.013323	0.012449	0.011683	0.011005	0.010402	0.009861	0.009374	0.008933
6998	14	0.044727	0.036195	0.030397	0.026200	0.023022	0.020531	0.018526	0.016879	0.015500	0.014329	0.013323	0.012449	0.011683	0.011005	0.677064	0.009861	0.009374	0.008933
6999	10	0.067099	0.054293	0.045596	0.039300	0.034533	0.030796	0.027790	0.025318	0.023250	0.021494	0.519970	0.018674	0.017524	0.016508	0.015603	0.014792	0.014061	0.013399
7000	11	0.067089	0.054292	0.045595	0.039300	0.034532	0.030796	0.027789	0.025318	0.023250	0.021494	0.019985	0.518673	0.017524	0.016508	0.015603	0.014792	0.014061	0.013399
7001	5	0.044752	0.036226	0.030399	0.026201	0.023022	0.687133	0.018527	0.016879	0.015500	0.014330	0.013324	0.012449	0.011683	0.011005	0.010402	0.009862	0.009374	0.008933
7003	8	0.121735	0.009052	0.007600	0.006550	0.005756	0.005133	0.004632	0.270142	0.437865	0.003583	0.109525	0.003112	0.002921	0.002751	0.002601	0.002465	0.002344	0.002233
7004	8	0.283680	0.027155	0.022798	0.019650	0.017266	0.015398	0.013895	0.012659	0.298528	0.010747	0.009992	0.222287	0.008762	0.008254	0.007801	0.007396	0.007031	0.006700
7005	0	0.377927	0.036195	0.030397	0.026200	0.023022	0.020531	0.018526	0.016878	0.348964	0.014329	0.013323	0.012449	0.011683	0.011005	0.010402	0.009861	0.009374	0.008933
7006	8	0.014927	0.012068	0.010134	0.008734	0.007674	0.006844	0.006176	0.005626	0.652631	0.004777	0.245840	0.004150	0.003894	0.003668	0.003467	0.003287	0.003125	0.002978
7007	8	0.019211	0.015517	0.013028	0.011229	0.009867	0.008799	0.007940	0.007234	0.522227	0.006141	0.005710	0.005335	0.005007	0.004717	0.202406	0.004226	0.004018	0.147390
7008	10	0.016820	0.013576	0.203515	0.009826	0.008633	0.007699	0.006948	0.006330	0.324450	0.005374	0.369187	0.004669	0.004381	0.004127	0.003901	0.003698	0.003515	0.003350
7009	1	0.044979	0.702603	0.030399	0.026200	0.023022	0.020531	0.018526	0.016879	0.015500	0.014329	0.013323	0.012449	0.011683	0.011005	0.010402	0.009861	0.009374	0.008933
7010	8	0.359323	0.010879	0.009120	0.007861	0.006907	0.006160	0.005558	0.005064	0.446318	0.004299	0.116396	0.003735	0.003505	0.003302	0.003121	0.002959	0.002813	0.002680
7011	10	0.067274	0.054310	0.045597	0.039300	0.034532	0.030796	0.027789	0.025318	0.023250	0.021494	0.519780	0.018674	0.017524	0.016508	0.015603	0.014792	0.014061	0.013399
7012	11	0.014937	0.012080	0.010133	0.008734	0.007675	0.006844	0.006176	0.005627	0.005167	0.004777	0.004441	0.892987	0.003895	0.003669	0.003468	0.003287	0.003125	0.002978
7013	8	0.215149	0.018099	0.015199	0.013100	0.011511	0.010266	0.009263	0.008439	0.439267	0.007165	0.215687	0.006225	0.005841	0.005503	0.005201	0.004931	0.004687	0.004467
7014	8	0.012201	0.009872	0.008290	0.007146	0.006279	0.005599	0.005053	0.004603	0.695679	0.003908	0.221267	0.003395	0.003186	0.003001	0.002837	0.002690	0.002557	0.002436
7015	4	0.019181	0.304590	0.013029	0.011230	0.577908	0.008800	0.007941	0.007234	0.006643	0.006142	0.005711	0.005336	0.005007	0.004717	0.004458	0.004227	0.004018	0.003829
7016	0	0.282528	0.027147	0.022798	0.019650	0.017266	0.015398	0.013895	0.012659	0.011625	0.010747	0.009993	0.260757	0.008762	0.008254	0.257394	0.007396	0.007031	0.006700
7017	8	0.019216	0.274555	0.013028	0.011229	0.009866	0.008799	0.007940	0.007234	0.604693	0.006141	0.005710	0.005335	0.005007	0.004717	0.004458	0.004226	0.004018	0.003828
7018	14	0.258559	0.015520	0.013028	0.011229	0.009867	0.008799	0.007940	0.007234	0.006643	0.006141	0.005710	0.188105	0.143842	0.004717	0.300592	0.004226	0.004018	0.003829
7019	8	0.015033	0.012072	0.010133	0.008734	0.007674	0.006844	0.302038	0.005626	0.484463	0.004777	0.004441	0.004150	0.003894	0.003669	0.003467	0.003287	0.003125	0.116571
7020	8	0.044728	0.036196	0.030398	0.026201	0.023022	0.020531	0.018527	0.016879	0.682158	0.014330	0.013323	0.012449	0.011683	0.011005	0.010402	0.009861	0.009374	0.008933
7021	4	0.022384	0.275591	0.015199	0.013100	0.587327	0.010265	0.009263	0.008439	0.007750	0.007165	0.006662	0.006225	0.005841	0.005503	0.005201	0.004931	0.004687	0.004466
7023	1	0.022442	0.510387	0.015199	0.013101	0.011511	0.010266	0.350221	0.008440	0.007750	0.007165	0.006662	0.006225	0.005842	0.005503	0.005201	0.004931	0.004687	0.004467
7024	8	0.026894	0.021718	0.018239	0.015720	0.013813	0.012319	0.011116	0.010127	0.809236	0.008598	0.007994	0.007470	0.007010	0.006603	0.006241	0.005917	0.005625	0.005360
7025	0	0.532734	0.027147	0.022798	0.019650	0.017266	0.015398	0.013895	0.012659	0.262430	0.010747	0.009993	0.009337	0.008762	0.008254	0.007802	0.007396	0.007031	0.006700
7026	8	0.019176	0.015531	0.013029	0.011229	0.286074	0.008799	0.007940	0.007234	0.436710	0.006141	0.005710	0.005335	0.005007	0.004717	0.155298	0.004226	0.004018	0.003828
7027	7	0.067092	0.054294	0.045596	0.039301	0.034533	0.030797	0.027790	0.525305	0.023250	0.021494	0.019985	0.018674	0.017524	0.016508	0.015603	0.014792	0.014062	0.013400
7028	8	0.067140	0.054295	0.045598	0.039302	0.034534	0.030797	0.027790	0.025319	0.523180	0.021495	0.019986	0.018674	0.017525	0.016508	0.015603	0.014793	0.014062	0.013400
7029	1	0.026846	0.422831	0.018239	0.015720	0.013813	0.012319	0.011116	0.010127	0.238273	0.008598	0.007994	0.177369	0.007010	0.006603	0.006241	0.005917	0.005625	0.005360
7030	10	0.316933	0.013574	0.011399	0.009825	0.008633	0.007699	0.006947	0.006330	0.186407	0.005374	0.399238	0.004669	0.004381	0.004127	0.003901	0.003698	0.003515	0.003350
7031	1	0.133892	0.593573	0.009119	0.103440	0.006907	0.006159	0.005558	0.005064	0.004650	0.004299	0.003997	0.003735	0.003505	0.003302	0.003121	0.002959	0.002812	0.103909
7033	14	0.033550	0.027158	0.022800	0.019652	0.017268	0.260223	0.013896	0.012660	0.011626	0.010748	0.009993	0.009338	0.008763	0.008255	0.512944	0.007397	0.007031	0.006700
7034	4	0.010339	0.008354	0.007015	0.006046	0.498882	0.004738	0.004276	0.003895	0.433063	0.003307	0.003075	0.002873	0.002696	0.002540	0.002401	0.002276	0.002163	0.002062
7035	4	0.007095	0.005717	0.004801	0.004137	0.510136	0.003242	0.002926	0.002665	0.172695	0.002263	0.171445	0.001966	0.001845	0.001738	0.001643	0.102796	0.001480	0.001411
7036	8	0.013432	0.114528	0.107072	0.007860	0.006907	0.006159	0.005558	0.005064	0.502590	0.004299	0.204418	0.003735	0.003505	0.003302	0.003121	0.002958	0.002812	0.002680
7037	16	0.194646	0.009875	0.008291	0.007146	0.006279	0.005599	0.335137	0.004603	0.004227	0.003908	0.003634	0.003395	0.003186	0.003001	0.002837	0.002690	0.399108	0.002436
7038	16	0.019189	0.015515	0.013030	0.011230	0.009868	0.008800	0.007941	0.007234	0.248743	0.006142	0.005711	0.005336	0.005007	0.004717	0.184265	0.004227	0.439216	0.003829
7039	11	0.067089	0.054292	0.045595	0.039300	0.034532	0.030796	0.027789	0.025318	0.023250	0.021494	0.019985	0.518673	0.017524	0.016508	0.015603	0.014792	0.014061	0.013399
7040	1	0.044728	0.369423	0.030397	0.026200	0.023021	0.020531	0.018526	0.016878	0.015500	0.014329	0.013323	0.345884	0.011683	0.011005	0.010402	0.009861	0.009374	0.008933
7041	11	0.067089	0.054292	0.045595	0.039300	0.034532	0.030796	0.027789	0.025318	0.023250	0.021494	0.019985	0.518673	0.017524	0.016508	0.015603	0.014792	0.014061	0.013399
7042	10	0.044913	0.036196	0.030397	0.026201	0.023022	0.020531	0.018526	0.016879	0.015500	0.014329	0.679798	0.012449	0.011683	0.011005	0.010402	0.009861	0.009374	0.008933
7043	8	0.019272	0.015515	0.013029	0.011230	0.009867	0.008800	0.007941	0.007234	0.643559	0.226251	0.005711	0.005336	0.005007	0.004717	0.004458	0.004227	0.004018	0.003829
7044	8	0.016817	0.013578	0.011400	0.009826	0.008634	0.007699	0.006948	0.006330	0.754660	0.131471	0.004996	0.004669	0.004381	0.004127	0.003901	0.003698	0.003516	0.003350
7045	8	0.019184	0.015518	0.013030	0.011230	0.009868	0.008800	0.007941	0.007235	0.863748	0.006142	0.005711	0.005336	0.005008	0.004717	0.004459	0.004227	0.004018	0.003829
7046	8	0.026899	0.021720	0.018238	0.214550	0.013813	0.012319	0.011116	0.010127	0.610401	0.008598	0.007994	0.007470	0.007010	0.006603	0.006241	0.005917	0.005625	0.005360
7047	8	0.044731	0.036208	0.030399	0.026202	0.023023	0.020532	0.018527	0.016879	0.682132	0.014330	0.013324	0.012450	0.011683	0.011006	0.010403	0.009862	0.009375	0.008933
7048	11	0.033604	0.027148	0.022798	0.019650	0.017266	0.015398	0.013895	0.012659	0.295425	0.010747	0.009992	0.475474	0.008762	0.008254	0.007801	0.007396	0.007031	0.006700
7049	8	0.044732	0.036200	0.030400	0.026202	0.023023	0.020532	0.018528	0.016880	0.390570	0.014330	0.013324	0.304015	0.011684	0.011006	0.010403	0.009862	0.009375	0.008934
7050	8	0.170974	0.015517	0.013027	0.011229	0.009866	0.008799	0.007940	0.007234	0.711973	0.006141	0.005710	0.005335	0.005007	0.004717	0.004458	0.004226	0.004018	0.003828
7051	10	0.022374	0.018098	0.015199	0.013101	0.011511	0.010266	0.009264	0.008440	0.172649	0.007165	0.340385	0.006225	0.005842	0.005503	0.339895	0.004931	0.004687	0.004467
7053	15	0.067090	0.054294	0.045596	0.039300	0.034532	0.030796	0.027789	0.025318	0.023250	0.021494	0.019985	0.018674	0.017524	0.016508	0.015603	0.514787	0.014061	0.013399
7054	8	0.067140	0.054295	0.045598	0.039302	0.034534	0.030797	0.027790	0.025319	0.523180	0.021495	0.019986	0.018674	0.017525	0.016508	0.015603	0.014793	0.014062	0.013400
7055	1	0.012256	0.389225	0.008291	0.007146	0.006279	0.005600	0.005053	0.004604	0.171638	0.003908	0.296131	0.073160	0.003186	0.003002	0.002837	0.002690	0.002557	0.002436
7056	4	0.016793	0.013576	0.011401	0.009827	0.579612	0.007700	0.006949	0.006331	0.309795	0.005374	0.004997	0.004669	0.004382	0.004128	0.003901	0.003699	0.003516	0.003350
7057	5	0.044732	0.036195	0.030397	0.026200	0.023021	0.687191	0.018526	0.016878	0.015500	0.014329	0.013323	0.012449	0.011683	0.011005	0.010402	0.009861	0.009374	0.008933
7058	8	0.044728	0.036196	0.030398	0.026201	0.023022	0.020531	0.018527	0.016879	0.351891	0.014330	0.013324	0.012449	0.011683	0.011005	0.010402	0.009862	0.339640	0.008933
7059	14	0.016778	0.013576	0.011399	0.009825	0.008633	0.007699	0.006947	0.006329	0.430480	0.005374	0.004996	0.004668	0.004381	0.004127	0.454224	0.003698	0.003515	0.003350
7060	1	0.180375	0.542251	0.005364	0.004624	0.236892	0.003623	0.003269	0.002979	0.002735	0.002529	0.002351	0.002197	0.002062	0.001942	0.001836	0.001740	0.001654	0.001576
7061	8	0.045204	0.036203	0.030398	0.026201	0.023022	0.020531	0.018526	0.016879	0.681676	0.014329	0.013323	0.012449	0.011683	0.011005	0.010402	0.009861	0.009374	0.008933
7062	17	0.044852	0.036195	0.030397	0.026201	0.023022	0.020531	0.018526	0.016879	0.015500	0.014329	0.013323	0.012449	0.011683	0.011005	0.010402	0.009861	0.009374	0.675469
7064	8	0.067090	0.054293	0.045596	0.039300	0.034532	0.030796	0.027789	0.025318	0.523245	0.021494	0.019985	0.018674	0.017524	0.016508	0.015603	0.014792	0.014061	0.013399
7065	11	0.067089	0.054292	0.045595	0.039300	0.034532	0.030796	0.027789	0.025318	0.023250	0.021494	0.019985	0.518673	0.017524	0.016508	0.015603	0.014792	0.014061	0.013399
7066	17	0.016836	0.130726	0.011400	0.009826	0.008634	0.007699	0.006948	0.006330	0.255011	0.005374	0.004997	0.004669	0.004381	0.004127	0.257790	0.003698	0.003516	0.258040
7067	9	0.007118	0.005717	0.004800	0.004137	0.239568	0.122976	0.131688	0.002665	0.002448	0.465140	0.002104	0.001966	0.001845	0.001738	0.001643	0.001557	0.001480	0.001411
7068	10	0.012200	0.101487	0.008293	0.007146	0.006279	0.005600	0.005053	0.004604	0.223413	0.003908	0.601914	0.003396	0.003186	0.003002	0.002837	0.002690	0.002557	0.002436
7069	8	0.016783	0.013577	0.136216	0.009826	0.008634	0.007699	0.006948	0.006330	0.755976	0.005374	0.004997	0.004669	0.004381	0.004127	0.003901	0.003698	0.003516	0.003350
